name,age,movie,popcorn,snack,drink,times,payment
박민석,20,윙카,구매안함,핫도그,구매안함,일반,신용카드
최미정,40,시민덕희,일반,구매안함,물,조조,삼성페이
김현주,20,윙카,구매안함,구매안함,구매안함,일반,삼성페이
박준서,30,위시,일반,핫도그,물,조조,신용카드
홍지은,20,도그맨,치즈,구매안함,제로콜라,일반,삼성페이
장은지,40,윙카,구매안함,구매안함,아메리카노,일반,체크카드
송지연,60,도그맨,어니언,구매안함,환타,조조,신용카드
이예지,20,시민덕희,카라멜,구매안함,콜라,조조,삼성페이
이정웅,50,시민덕희,일반,구매안함,콜라,조조,삼성페이
이시우,40,도그맨,어니언,구매안함,물,일반,삼성페이
오도현,20,윙카,일반,맛밤,아메리카노,일반,삼성페이
이윤서,20,너의 이름은,일반,핫도그,제로콜라,일반,카카오페이
황선영,30,위시,카라멜,나초,물,일반,신용카드
한정순,20,윙카,구매안함,구매안함,제로콜라,조조,삼성페이
김숙자,40,윙카,구매안함,구매안함,제로콜라,일반,카카오페이
김은서,30,외계인,일반,구매안함,콜라,일반,삼성페이
백도윤,20,위시,카라멜,구매안함,콜라,일반,삼성페이
김정숙,20,윙카,구매안함,구매안함,물,일반,삼성페이
김영호,20,윙카,구매안함,구매안함,물,일반,삼성페이
허미정,30,시민덕희,구매안함,구매안함,스프라이트,조조,체크카드
한유진,20,위시,구매안함,구매안함,아메리카노,일반,삼성페이
김중수,20,윙카,일반,구매안함,물,일반,삼성페이
김경숙,20,시민덕희,구매안함,구매안함,제로콜라,일반,삼성페이
김경숙,20,외계인,일반,오징어,환타,일반,삼성페이
배은서,40,도그맨,구매안함,구매안함,콜라,일반,삼성페이
민정수,20,도그맨,구매안함,구매안함,에이드,조조,삼성페이
김명자,40,윙카,구매안함,핫도그,제로콜라,일반,삼성페이
홍도현,20,외계인,카라멜,나초,콜라,일반,삼성페이
김현지,30,도그맨,구매안함,오징어,제로콜라,심야,삼성페이
황지아,30,윙카,치즈,구매안함,아메리카노,조조,삼성페이
김우진,20,윙카,구매안함,나초,제로콜라,조조,신용카드
윤현정,30,시민덕희,구매안함,핫도그,환타,조조,삼성페이
권영호,20,위시,구매안함,구매안함,구매안함,일반,현금
이영식,50,윙카,구매안함,나초,물,조조,삼성페이
김상훈,40,너의 이름은,구매안함,구매안함,제로콜라,심야,카카오페이
김서영,30,너의 이름은,구매안함,나초,구매안함,일반,현금
민성민,30,시민덕희,구매안함,구매안함,제로콜라,일반,현금
김은서,30,윙카,어니언,구매안함,에이드,일반,삼성페이
이영수,30,너의 이름은,구매안함,구매안함,물,일반,신용카드
구서준,20,너의 이름은,일반,구매안함,콜라,일반,삼성페이
김도윤,30,너의 이름은,일반,구매안함,스프라이트,일반,삼성페이
김지영,40,시민덕희,카라멜,나초,아메리카노,심야,신용카드
이성호,20,도그맨,구매안함,나초,제로콜라,심야,삼성페이
민승현,20,위시,치즈,나초,제로콜라,일반,삼성페이
서정훈,30,시민덕희,치즈,나초,제로콜라,일반,삼성페이
문성호,50,시민덕희,치즈,구매안함,콜라,일반,삼성페이
송지민,30,너의 이름은,구매안함,핫도그,에이드,일반,카카오페이
최주원,30,외계인,카라멜,핫도그,물,일반,신용카드
최상훈,40,위시,구매안함,나초,구매안함,일반,신용카드
한성수,40,시민덕희,구매안함,구매안함,아메리카노,조조,신용카드
김영식,50,윙카,카라멜,구매안함,물,일반,삼성페이
이미경,20,윙카,카라멜,구매안함,제로콜라,조조,삼성페이
김지훈,20,시민덕희,구매안함,구매안함,콜라,일반,삼성페이
강재현,20,윙카,구매안함,구매안함,환타,일반,삼성페이
이성훈,20,시민덕희,치즈,구매안함,콜라,일반,현금
한영식,30,너의 이름은,치즈,구매안함,구매안함,심야,삼성페이
정현주,20,너의 이름은,구매안함,구매안함,아메리카노,조조,신용카드
성시우,50,도그맨,어니언,나초,물,조조,삼성페이
이상훈,20,시민덕희,구매안함,구매안함,스프라이트,일반,삼성페이
곽민수,20,윙카,구매안함,나초,스프라이트,일반,삼성페이
김정순,20,시민덕희,일반,나초,제로콜라,조조,현금
이은서,50,외계인,어니언,구매안함,콜라,일반,삼성페이
이성현,30,윙카,일반,구매안함,제로콜라,일반,체크카드
윤아름,40,윙카,구매안함,구매안함,구매안함,일반,삼성페이
오동현,20,윙카,일반,구매안함,물,일반,삼성페이
김지아,40,윙카,구매안함,구매안함,물,일반,신용카드
이병철,20,외계인,구매안함,핫도그,물,일반,삼성페이
배정남,30,너의 이름은,카라멜,오징어,환타,일반,삼성페이
김서현,30,윙카,구매안함,구매안함,환타,일반,체크카드
이준호,40,시민덕희,치즈,구매안함,아메리카노,조조,삼성페이
양아름,40,외계인,카라멜,구매안함,환타,일반,삼성페이
김지우,20,시민덕희,구매안함,구매안함,콜라,일반,체크카드
박옥자,50,외계인,구매안함,구매안함,환타,심야,신용카드
김서준,30,도그맨,구매안함,나초,환타,일반,신용카드
이성현,30,시민덕희,치즈,구매안함,제로콜라,심야,현금
김정순,40,시민덕희,구매안함,구매안함,콜라,조조,현금
박성진,30,도그맨,구매안함,나초,아메리카노,일반,신용카드
이영호,30,위시,카라멜,구매안함,구매안함,조조,삼성페이
김옥순,20,도그맨,카라멜,나초,에이드,일반,신용카드
김지원,30,도그맨,어니언,핫도그,제로콜라,일반,삼성페이
박성호,40,너의 이름은,일반,핫도그,제로콜라,일반,체크카드
이정훈,20,위시,구매안함,구매안함,콜라,심야,신용카드
김승현,20,너의 이름은,치즈,나초,아메리카노,일반,신용카드
오하은,60,외계인,구매안함,구매안함,물,조조,신용카드
김은지,30,위시,어니언,구매안함,구매안함,일반,카카오페이
곽숙자,20,윙카,구매안함,나초,구매안함,일반,신용카드
박지은,30,시민덕희,구매안함,구매안함,에이드,일반,삼성페이
조성현,20,윙카,어니언,핫도그,물,일반,신용카드
김준영,30,위시,카라멜,구매안함,제로콜라,조조,신용카드
김지훈,20,너의 이름은,구매안함,나초,에이드,일반,신용카드
황채원,20,시민덕희,카라멜,구매안함,구매안함,일반,삼성페이
박진호,60,윙카,구매안함,구매안함,환타,일반,신용카드
강정수,20,외계인,일반,구매안함,아메리카노,조조,삼성페이
손은지,50,외계인,구매안함,구매안함,구매안함,일반,삼성페이
이명숙,20,도그맨,어니언,구매안함,콜라,일반,체크카드
김서연,30,외계인,구매안함,구매안함,아메리카노,조조,신용카드
최영진,30,시민덕희,구매안함,구매안함,물,일반,삼성페이
최은주,20,너의 이름은,치즈,구매안함,물,일반,체크카드
이영호,20,도그맨,어니언,나초,제로콜라,일반,신용카드
오정수,30,외계인,구매안함,구매안함,콜라,일반,삼성페이
문지연,30,시민덕희,일반,나초,물,조조,체크카드
한상철,30,윙카,일반,나초,환타,일반,삼성페이
이정남,40,윙카,일반,오징어,물,일반,신용카드
백성민,40,도그맨,구매안함,구매안함,물,일반,삼성페이
김예준,20,도그맨,일반,구매안함,아메리카노,일반,삼성페이
박정훈,20,윙카,구매안함,나초,스프라이트,일반,삼성페이
백상철,30,윙카,치즈,구매안함,구매안함,일반,신용카드
박주원,40,위시,어니언,오징어,물,조조,체크카드
김영수,30,윙카,구매안함,구매안함,물,일반,신용카드
최미영,20,시민덕희,어니언,나초,물,일반,현금
이하은,20,시민덕희,치즈,구매안함,구매안함,일반,신용카드
정아름,20,외계인,카라멜,구매안함,구매안함,일반,삼성페이
이경숙,30,너의 이름은,구매안함,구매안함,제로콜라,일반,신용카드
김미경,20,시민덕희,치즈,핫도그,제로콜라,일반,삼성페이
김정숙,40,너의 이름은,구매안함,구매안함,환타,일반,신용카드
양숙자,30,시민덕희,어니언,나초,콜라,일반,삼성페이
박수민,50,윙카,일반,핫도그,물,일반,삼성페이
황준영,20,시민덕희,구매안함,나초,물,조조,삼성페이
이정남,20,윙카,치즈,구매안함,아메리카노,일반,삼성페이
안은영,40,시민덕희,구매안함,구매안함,콜라,조조,삼성페이
한현우,30,위시,치즈,구매안함,환타,일반,삼성페이
이성수,20,시민덕희,구매안함,맛밤,환타,일반,삼성페이
이성민,20,윙카,구매안함,구매안함,환타,일반,삼성페이
고진우,40,윙카,구매안함,오징어,제로콜라,일반,신용카드
남성훈,60,윙카,구매안함,구매안함,환타,일반,삼성페이
강수민,20,시민덕희,일반,구매안함,콜라,심야,체크카드
서영진,20,위시,구매안함,구매안함,콜라,조조,신용카드
이재호,30,시민덕희,치즈,나초,콜라,심야,삼성페이
이민석,30,도그맨,구매안함,구매안함,물,일반,카카오페이
문지우,30,시민덕희,구매안함,구매안함,콜라,조조,삼성페이
김영진,20,위시,치즈,구매안함,물,일반,삼성페이
김예준,30,도그맨,어니언,오징어,물,일반,삼성페이
이순옥,20,외계인,카라멜,핫도그,물,일반,신용카드
문영일,30,위시,구매안함,맛밤,제로콜라,일반,신용카드
최현우,50,윙카,어니언,구매안함,물,조조,카카오페이
이예원,30,도그맨,어니언,핫도그,콜라,조조,삼성페이
송영진,30,시민덕희,치즈,나초,물,일반,삼성페이
최은주,50,도그맨,구매안함,나초,구매안함,일반,신용카드
심영수,60,시민덕희,구매안함,구매안함,제로콜라,일반,삼성페이
권진우,20,시민덕희,일반,구매안함,구매안함,일반,삼성페이
류은경,20,외계인,구매안함,구매안함,구매안함,일반,삼성페이
김명숙,20,윙카,구매안함,나초,환타,일반,체크카드
김현우,20,시민덕희,구매안함,구매안함,스프라이트,일반,신용카드
한서영,20,시민덕희,카라멜,나초,아메리카노,일반,현금
박경자,50,도그맨,구매안함,핫도그,아메리카노,조조,삼성페이
고성훈,30,시민덕희,구매안함,나초,환타,일반,신용카드
강중수,40,시민덕희,구매안함,구매안함,스프라이트,일반,삼성페이
이지원,30,시민덕희,구매안함,구매안함,아메리카노,일반,삼성페이
이영식,50,도그맨,카라멜,구매안함,제로콜라,일반,삼성페이
김영식,40,윙카,구매안함,구매안함,스프라이트,조조,삼성페이
전상현,60,시민덕희,구매안함,구매안함,에이드,일반,삼성페이
김하은,20,시민덕희,구매안함,맛밤,환타,일반,신용카드
최수민,20,윙카,일반,나초,아메리카노,심야,삼성페이
문영희,30,윙카,구매안함,나초,제로콜라,조조,삼성페이
이춘자,20,윙카,구매안함,구매안함,환타,일반,삼성페이
김동현,20,윙카,일반,핫도그,물,일반,카카오페이
하지아,60,윙카,카라멜,구매안함,제로콜라,일반,신용카드
박종수,30,도그맨,구매안함,구매안함,물,일반,삼성페이
박정남,20,윙카,구매안함,구매안함,콜라,일반,체크카드
박미영,20,외계인,일반,나초,콜라,조조,삼성페이
김정식,20,도그맨,일반,핫도그,에이드,일반,체크카드
안중수,30,윙카,구매안함,나초,물,일반,신용카드
김영일,30,윙카,구매안함,구매안함,콜라,일반,체크카드
이옥자,20,윙카,구매안함,구매안함,스프라이트,일반,현금
김경희,20,시민덕희,일반,구매안함,환타,일반,현금
김상현,20,도그맨,구매안함,나초,콜라,일반,신용카드
박아름,30,윙카,구매안함,나초,물,일반,신용카드
손준혁,20,윙카,어니언,나초,제로콜라,일반,신용카드
이종수,30,도그맨,구매안함,핫도그,아메리카노,일반,삼성페이
장승민,30,윙카,구매안함,나초,환타,일반,현금
이영식,30,윙카,구매안함,구매안함,에이드,일반,신용카드
이현주,50,시민덕희,구매안함,구매안함,콜라,일반,삼성페이
이정남,60,시민덕희,구매안함,구매안함,제로콜라,일반,신용카드
손성민,30,위시,일반,구매안함,아메리카노,일반,신용카드
박민재,20,시민덕희,카라멜,나초,물,심야,삼성페이
안하은,20,위시,카라멜,구매안함,스프라이트,일반,삼성페이
최정희,20,윙카,구매안함,핫도그,콜라,일반,카카오페이
홍경숙,20,위시,일반,핫도그,스프라이트,일반,삼성페이
이은영,40,윙카,일반,구매안함,에이드,일반,삼성페이
신서영,30,윙카,구매안함,나초,아메리카노,일반,신용카드
양지현,20,시민덕희,구매안함,구매안함,환타,일반,체크카드
이정순,20,위시,구매안함,구매안함,물,일반,체크카드
김정훈,30,시민덕희,카라멜,나초,물,일반,삼성페이
김예원,20,시민덕희,구매안함,핫도그,콜라,일반,신용카드
김진호,50,윙카,구매안함,나초,에이드,일반,신용카드
최시우,30,시민덕희,구매안함,나초,스프라이트,조조,체크카드
한진호,40,윙카,일반,나초,제로콜라,조조,삼성페이
박경자,20,윙카,구매안함,구매안함,아메리카노,일반,신용카드
김성진,30,외계인,일반,나초,환타,일반,삼성페이
안광수,20,위시,구매안함,구매안함,물,조조,신용카드
이성진,30,외계인,일반,구매안함,물,일반,신용카드
임순옥,20,윙카,일반,구매안함,콜라,조조,신용카드
윤경숙,20,시민덕희,구매안함,맛밤,스프라이트,일반,카카오페이
나영식,20,시민덕희,구매안함,맛밤,콜라,조조,삼성페이
김성훈,30,윙카,구매안함,나초,콜라,심야,삼성페이
이영자,50,윙카,어니언,구매안함,구매안함,일반,삼성페이
이서현,20,윙카,구매안함,오징어,물,일반,삼성페이
최정수,30,윙카,구매안함,구매안함,구매안함,일반,삼성페이
김영호,20,위시,구매안함,핫도그,아메리카노,일반,삼성페이
김영식,20,외계인,구매안함,구매안함,구매안함,조조,신용카드
김영환,30,너의 이름은,일반,구매안함,콜라,조조,현금
이수진,30,시민덕희,일반,구매안함,환타,조조,삼성페이
문하은,60,시민덕희,구매안함,구매안함,콜라,일반,체크카드
최준혁,20,도그맨,구매안함,구매안함,콜라,일반,삼성페이
이시우,20,도그맨,치즈,구매안함,콜라,일반,삼성페이
김성현,30,윙카,구매안함,구매안함,스프라이트,일반,삼성페이
이정훈,30,윙카,구매안함,나초,구매안함,일반,체크카드
하정희,20,위시,카라멜,나초,환타,일반,삼성페이
김명자,30,너의 이름은,어니언,나초,스프라이트,일반,삼성페이
양서준,30,윙카,일반,나초,아메리카노,일반,신용카드
이현우,20,시민덕희,구매안함,구매안함,물,일반,삼성페이
손광수,20,위시,구매안함,구매안함,에이드,일반,삼성페이
이은서,40,위시,일반,구매안함,구매안함,일반,삼성페이
박예원,20,너의 이름은,어니언,구매안함,구매안함,일반,현금
김지혜,20,시민덕희,어니언,핫도그,환타,조조,신용카드
박영길,60,윙카,구매안함,나초,물,일반,신용카드
김은정,30,시민덕희,일반,나초,콜라,일반,삼성페이
이지민,40,윙카,구매안함,나초,물,일반,삼성페이
고승민,30,도그맨,구매안함,구매안함,제로콜라,일반,카카오페이
하민수,20,윙카,카라멜,구매안함,스프라이트,일반,신용카드
박현준,20,위시,구매안함,구매안함,스프라이트,조조,삼성페이
이서윤,20,시민덕희,구매안함,핫도그,물,조조,신용카드
안지후,20,윙카,어니언,구매안함,스프라이트,일반,삼성페이
허은영,50,위시,카라멜,구매안함,제로콜라,일반,삼성페이
백지연,30,윙카,구매안함,맛밤,환타,조조,삼성페이
강성호,60,윙카,구매안함,구매안함,에이드,조조,삼성페이
심민석,40,너의 이름은,카라멜,나초,에이드,심야,삼성페이
이영식,20,윙카,구매안함,구매안함,물,조조,삼성페이
김하은,20,윙카,일반,나초,아메리카노,일반,신용카드
임병철,20,외계인,어니언,구매안함,구매안함,일반,체크카드
김지원,40,시민덕희,어니언,오징어,에이드,조조,삼성페이
한지영,20,윙카,구매안함,구매안함,물,일반,카카오페이
이민석,20,윙카,구매안함,구매안함,물,일반,삼성페이
박현정,20,윙카,구매안함,구매안함,에이드,일반,체크카드
장병철,30,시민덕희,구매안함,구매안함,환타,일반,삼성페이
이정자,40,위시,일반,핫도그,물,심야,삼성페이
민성현,60,위시,구매안함,오징어,환타,심야,삼성페이
김지원,20,윙카,일반,나초,환타,일반,신용카드
안서준,50,윙카,구매안함,구매안함,물,일반,체크카드
김현지,20,윙카,카라멜,구매안함,아메리카노,일반,삼성페이
박하은,30,윙카,카라멜,구매안함,제로콜라,심야,삼성페이
장수민,30,시민덕희,구매안함,구매안함,제로콜라,일반,신용카드
김민재,30,위시,어니언,맛밤,물,일반,삼성페이
이승현,60,윙카,구매안함,핫도그,물,일반,카카오페이
김보람,20,위시,카라멜,구매안함,제로콜라,조조,삼성페이
박영철,20,너의 이름은,일반,나초,환타,일반,삼성페이
김준호,50,시민덕희,어니언,나초,구매안함,일반,삼성페이
김미경,30,위시,구매안함,나초,물,일반,삼성페이
김성진,20,도그맨,치즈,구매안함,콜라,조조,현금
김선영,30,윙카,카라멜,구매안함,스프라이트,일반,삼성페이
신중수,20,윙카,구매안함,구매안함,물,일반,삼성페이
황종수,60,윙카,구매안함,나초,구매안함,심야,신용카드
김지현,20,시민덕희,구매안함,구매안함,물,심야,신용카드
박서영,60,위시,구매안함,맛밤,환타,조조,삼성페이
오영수,20,윙카,치즈,구매안함,환타,일반,삼성페이
이현지,20,윙카,구매안함,구매안함,스프라이트,일반,삼성페이
조지민,30,너의 이름은,구매안함,나초,물,일반,삼성페이
고동현,30,너의 이름은,구매안함,구매안함,제로콜라,일반,체크카드
장정수,20,시민덕희,어니언,핫도그,물,조조,신용카드
권정자,60,윙카,일반,핫도그,에이드,조조,카카오페이
김영길,40,윙카,치즈,구매안함,물,일반,삼성페이
강도현,30,시민덕희,구매안함,구매안함,환타,일반,신용카드
김준서,40,도그맨,치즈,구매안함,제로콜라,심야,삼성페이
하수빈,30,위시,일반,나초,구매안함,일반,체크카드
이민준,60,윙카,일반,나초,물,일반,삼성페이
이정희,60,도그맨,치즈,구매안함,콜라,일반,삼성페이
곽서윤,20,윙카,구매안함,나초,에이드,일반,신용카드
이지우,30,외계인,일반,핫도그,제로콜라,조조,삼성페이
김영미,30,윙카,어니언,나초,콜라,일반,체크카드
이정수,20,윙카,구매안함,나초,제로콜라,일반,삼성페이
박영희,50,위시,치즈,핫도그,에이드,조조,삼성페이
김영호,60,외계인,구매안함,구매안함,물,일반,삼성페이
윤미정,20,시민덕희,카라멜,나초,환타,심야,체크카드
이승민,40,시민덕희,구매안함,구매안함,물,조조,삼성페이
이영길,20,윙카,구매안함,핫도그,환타,조조,체크카드
백예진,50,윙카,일반,맛밤,구매안함,일반,삼성페이
진지훈,20,너의 이름은,치즈,구매안함,제로콜라,조조,체크카드
이승현,30,윙카,어니언,구매안함,콜라,일반,삼성페이
안서현,20,위시,구매안함,구매안함,스프라이트,일반,신용카드
우하윤,30,너의 이름은,구매안함,구매안함,콜라,일반,체크카드
김은지,20,시민덕희,구매안함,구매안함,제로콜라,일반,카카오페이
이승현,30,윙카,치즈,맛밤,에이드,일반,삼성페이
배준영,40,시민덕희,구매안함,구매안함,물,조조,삼성페이
최은정,60,너의 이름은,어니언,핫도그,제로콜라,심야,삼성페이
박성진,30,시민덕희,일반,구매안함,물,심야,삼성페이
박민서,20,시민덕희,일반,구매안함,물,심야,삼성페이
이준호,50,시민덕희,일반,구매안함,환타,일반,신용카드
백우진,40,시민덕희,구매안함,구매안함,환타,일반,삼성페이
윤민수,20,윙카,구매안함,나초,콜라,일반,삼성페이
이영식,30,시민덕희,구매안함,구매안함,물,일반,삼성페이
최옥순,20,위시,카라멜,맛밤,물,심야,신용카드
김영식,30,윙카,치즈,구매안함,구매안함,일반,삼성페이
이준서,30,외계인,어니언,구매안함,스프라이트,일반,삼성페이
김현우,30,시민덕희,일반,구매안함,제로콜라,일반,신용카드
김예원,20,윙카,치즈,구매안함,아메리카노,일반,신용카드
이예지,20,너의 이름은,일반,구매안함,아메리카노,조조,삼성페이
민은영,20,위시,일반,구매안함,제로콜라,일반,신용카드
고재현,20,시민덕희,구매안함,구매안함,구매안함,일반,카카오페이
김은서,20,시민덕희,일반,나초,에이드,심야,신용카드
조현준,50,윙카,치즈,구매안함,환타,일반,삼성페이
이유진,40,윙카,카라멜,구매안함,물,조조,신용카드
안경희,50,시민덕희,구매안함,구매안함,제로콜라,일반,삼성페이
박도현,20,윙카,일반,구매안함,스프라이트,심야,삼성페이
한지혜,30,도그맨,일반,구매안함,물,일반,삼성페이
김순자,50,도그맨,구매안함,맛밤,구매안함,조조,신용카드
박성진,40,도그맨,일반,구매안함,물,일반,신용카드
양순옥,30,위시,구매안함,핫도그,물,일반,신용카드
이영자,30,시민덕희,구매안함,구매안함,콜라,조조,삼성페이
박영식,20,너의 이름은,구매안함,오징어,제로콜라,일반,체크카드
차지영,40,외계인,일반,핫도그,에이드,일반,삼성페이
윤현우,30,윙카,어니언,나초,구매안함,심야,카카오페이
오경자,50,윙카,구매안함,구매안함,구매안함,조조,삼성페이
이영희,20,시민덕희,구매안함,나초,에이드,일반,삼성페이
이광수,30,윙카,카라멜,나초,구매안함,일반,체크카드
박순자,20,시민덕희,구매안함,구매안함,구매안함,조조,삼성페이
김영진,30,도그맨,구매안함,구매안함,스프라이트,일반,삼성페이
이성수,20,도그맨,일반,구매안함,아메리카노,일반,신용카드
김예은,50,도그맨,치즈,오징어,에이드,일반,체크카드
배지연,50,도그맨,구매안함,나초,스프라이트,일반,삼성페이
오정웅,40,윙카,구매안함,나초,제로콜라,일반,삼성페이
김은경,50,외계인,구매안함,구매안함,물,심야,신용카드
한서윤,20,도그맨,구매안함,구매안함,제로콜라,일반,삼성페이
엄서연,20,윙카,일반,나초,제로콜라,일반,삼성페이
김현지,30,도그맨,어니언,나초,콜라,일반,신용카드
손은경,20,외계인,카라멜,구매안함,콜라,일반,체크카드
최영숙,40,도그맨,일반,핫도그,물,일반,삼성페이
주지영,30,위시,구매안함,구매안함,콜라,일반,삼성페이
이준호,60,외계인,카라멜,구매안함,아메리카노,조조,신용카드
김미정,60,위시,구매안함,구매안함,에이드,일반,신용카드
김영식,40,윙카,카라멜,구매안함,제로콜라,일반,삼성페이
한진호,30,윙카,구매안함,핫도그,에이드,일반,삼성페이
김영철,20,윙카,구매안함,구매안함,환타,심야,현금
이지은,30,도그맨,구매안함,구매안함,에이드,심야,삼성페이
이성민,30,시민덕희,일반,나초,콜라,일반,신용카드
이미영,60,시민덕희,어니언,핫도그,에이드,일반,삼성페이
김준영,60,윙카,치즈,핫도그,스프라이트,조조,신용카드
김은영,30,너의 이름은,구매안함,구매안함,아메리카노,일반,신용카드
김정웅,30,시민덕희,구매안함,구매안함,물,조조,신용카드
문영자,60,윙카,구매안함,구매안함,환타,일반,삼성페이
이예준,20,너의 이름은,카라멜,맛밤,에이드,일반,카카오페이
김정수,20,윙카,구매안함,구매안함,제로콜라,일반,신용카드
이은영,50,윙카,구매안함,나초,아메리카노,일반,신용카드
김광수,20,윙카,일반,나초,에이드,심야,카카오페이
김영진,30,시민덕희,구매안함,구매안함,에이드,일반,삼성페이
장서현,40,외계인,치즈,나초,물,일반,신용카드
이미숙,20,위시,카라멜,구매안함,물,조조,삼성페이
홍예준,60,너의 이름은,구매안함,나초,아메리카노,심야,신용카드
김미숙,30,윙카,어니언,구매안함,콜라,일반,신용카드
장성현,20,윙카,구매안함,핫도그,환타,일반,삼성페이
오예은,20,위시,구매안함,맛밤,환타,일반,삼성페이
최숙자,30,너의 이름은,카라멜,나초,물,일반,신용카드
박정웅,30,도그맨,구매안함,구매안함,아메리카노,일반,삼성페이
최은서,20,시민덕희,구매안함,구매안함,아메리카노,일반,체크카드
서현지,20,외계인,일반,구매안함,콜라,일반,신용카드
홍정숙,60,윙카,카라멜,구매안함,아메리카노,일반,신용카드
김수진,30,너의 이름은,어니언,오징어,콜라,심야,삼성페이
손경숙,40,윙카,카라멜,나초,제로콜라,일반,신용카드
허정숙,40,시민덕희,일반,구매안함,물,일반,삼성페이
이영희,20,윙카,카라멜,구매안함,물,조조,신용카드
문경자,40,윙카,일반,구매안함,에이드,조조,신용카드
손정자,20,윙카,치즈,구매안함,콜라,일반,삼성페이
김예준,30,도그맨,구매안함,핫도그,아메리카노,심야,신용카드
오성현,20,위시,어니언,나초,제로콜라,일반,신용카드
우지영,20,시민덕희,구매안함,구매안함,물,일반,삼성페이
김예진,40,위시,구매안함,구매안함,환타,조조,현금
홍수민,20,윙카,구매안함,구매안함,구매안함,일반,삼성페이
배윤서,20,시민덕희,치즈,구매안함,환타,일반,삼성페이
최민서,20,윙카,어니언,구매안함,물,일반,삼성페이
김지민,20,시민덕희,어니언,구매안함,환타,조조,삼성페이
유현준,50,윙카,구매안함,나초,아메리카노,일반,신용카드
최지영,20,시민덕희,치즈,구매안함,물,일반,삼성페이
김영길,20,위시,치즈,핫도그,구매안함,일반,카카오페이
이명자,30,윙카,구매안함,구매안함,물,조조,현금
강성진,20,위시,구매안함,구매안함,물,조조,신용카드
윤옥자,50,시민덕희,구매안함,나초,구매안함,일반,삼성페이
김준영,30,윙카,카라멜,구매안함,환타,조조,삼성페이
이영숙,40,윙카,구매안함,구매안함,에이드,일반,신용카드
남현지,20,윙카,치즈,핫도그,구매안함,조조,신용카드
김지아,30,시민덕희,치즈,구매안함,환타,심야,삼성페이
박상호,30,윙카,구매안함,구매안함,제로콜라,일반,신용카드
엄영철,20,윙카,구매안함,구매안함,스프라이트,일반,삼성페이
이도윤,20,외계인,구매안함,구매안함,환타,일반,체크카드
이민재,30,너의 이름은,구매안함,나초,환타,일반,신용카드
김준영,20,도그맨,구매안함,오징어,스프라이트,일반,삼성페이
이현주,20,도그맨,구매안함,나초,물,심야,삼성페이
윤정호,30,도그맨,일반,나초,제로콜라,일반,신용카드
배숙자,20,시민덕희,어니언,구매안함,물,일반,삼성페이
김명숙,40,시민덕희,어니언,구매안함,스프라이트,일반,신용카드
이광수,20,외계인,일반,오징어,물,일반,카카오페이
박서윤,20,시민덕희,구매안함,구매안함,스프라이트,조조,체크카드
안명숙,30,위시,치즈,구매안함,스프라이트,일반,신용카드
이성진,20,도그맨,카라멜,맛밤,에이드,일반,신용카드
김준혁,20,위시,구매안함,구매안함,스프라이트,일반,삼성페이
박영순,20,위시,카라멜,나초,에이드,일반,신용카드
정경수,20,위시,구매안함,구매안함,에이드,일반,삼성페이
허중수,30,시민덕희,구매안함,핫도그,물,일반,삼성페이
윤영희,20,윙카,구매안함,구매안함,물,심야,카카오페이
이윤서,40,윙카,구매안함,구매안함,물,일반,신용카드
박수빈,30,도그맨,구매안함,나초,물,일반,신용카드
김상호,30,윙카,구매안함,구매안함,제로콜라,일반,삼성페이
박민수,20,외계인,구매안함,구매안함,아메리카노,일반,신용카드
장정호,40,윙카,구매안함,구매안함,환타,일반,삼성페이
이은영,30,외계인,구매안함,구매안함,환타,일반,체크카드
김서영,20,윙카,일반,구매안함,환타,일반,삼성페이
이정수,30,시민덕희,일반,구매안함,물,일반,신용카드
박정자,20,윙카,구매안함,구매안함,제로콜라,일반,현금
주예지,20,시민덕희,일반,맛밤,환타,일반,삼성페이
김영자,40,윙카,카라멜,오징어,구매안함,조조,신용카드
주아름,30,외계인,일반,핫도그,아메리카노,일반,삼성페이
문승현,50,윙카,구매안함,나초,제로콜라,일반,삼성페이
김영길,30,윙카,치즈,구매안함,에이드,일반,삼성페이
배예원,30,외계인,구매안함,오징어,환타,일반,신용카드
고정훈,20,위시,구매안함,구매안함,물,심야,삼성페이
이수빈,30,시민덕희,카라멜,구매안함,환타,일반,현금
김영식,50,윙카,어니언,구매안함,환타,조조,삼성페이
이보람,30,윙카,카라멜,구매안함,에이드,일반,삼성페이
양성현,50,시민덕희,어니언,구매안함,제로콜라,일반,체크카드
차민준,40,윙카,구매안함,구매안함,아메리카노,심야,삼성페이
강서현,20,시민덕희,구매안함,구매안함,스프라이트,일반,카카오페이
엄옥순,20,너의 이름은,구매안함,구매안함,콜라,일반,체크카드
박현정,20,너의 이름은,카라멜,구매안함,물,일반,현금
류보람,20,시민덕희,일반,구매안함,스프라이트,일반,삼성페이
김승민,40,윙카,일반,구매안함,에이드,일반,체크카드
김수민,50,시민덕희,치즈,구매안함,콜라,일반,삼성페이
한중수,30,너의 이름은,치즈,나초,제로콜라,조조,삼성페이
서준혁,30,윙카,구매안함,구매안함,물,심야,체크카드
김지훈,20,윙카,구매안함,구매안함,물,일반,신용카드
김예은,20,윙카,구매안함,구매안함,에이드,일반,삼성페이
김예은,20,외계인,어니언,구매안함,에이드,일반,삼성페이
